id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC497PP19N000606,장소,문화시설,18162816,CGV,제주노형점,,100208,CGV,5011012200112880005,제주특별자치도,제주시,노형동,,1288-5,5011012200,5011066000,501103349042,노형로,407,126.478297385282,33.4857874564343,다나050997,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000607,장소,문화시설,18163525,메가박스,마곡점,,100212,메가박스,1150010500107271176,서울특별시,강서구,마곡동,,727-1176,1150010500,1150060300,115002005007,공항대로,247,126.835060692518,37.559332789885,다사412513,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000608,장소,문화시설,18163573,메가박스,홍성내포점,,100212,메가박스,4480025625105550000,충청남도,홍성군,홍북읍,신경리,555,4480025625,4480025600,448004586650,청사로174번길,2,126.678967293283,36.6594048719878,다바266515,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000609,장소,문화시설,18164000,씨네Q,신도림점,,100202,일반극장/영화관,1153010200100030025,서울특별시,구로구,구로동,,3-25,1153010200,1153056000,115303116007,새말로,97,126.889942341839,37.5074636915871,다사460455,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000610,장소,문화시설,18164048,롯데시네마,영주점,,100209,롯데시네마,4721010100104970000,경상북도,영주시,영주동,,497,4721010100,4721056000,472103309008,구성로,417,128.617745523306,36.8272680709191,라바996704,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000611,장소,문화시설,18164171,완도빙그레시네마,,,100202,일반극장/영화관,4689025022100090191,전라남도,완도군,완도읍,가용리,9-191,4689025022,4689025000,468904700012,개포로159번길,55,126.741563726746,34.3238491091854,다다302925,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000612,장소,문화시설,18164178,태안시네마,,,100202,일반극장/영화관,4482525021100080002,충청남도,태안군,태안읍,동문리,8-2,4482525021,4482525000,448253264017,백화로,192,126.311104354448,36.7550727614383,나바938625,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000613,장소,문화시설,18170623,CGV,동탄역점,,100208,CGV,4159012900109672809,경기도,화성시,오산동,,967-2809,4159012900,4159060000,415902348100,동탄대로,537,127.098092577608,37.2023846944174,다사643115,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000614,장소,문화시설,18182095,가람영화관,,,100202,일반극장/영화관,4223011900101730003,강원도,삼척시,성남동,,173-3,4223011900,4223057000,422303224037,엑스포로,50,129.158309849416,37.440035467289,마사467391,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000615,장소,문화시설,18194822,CGV,동대문점,,100208,CGV,1114014800100170002,서울특별시,중구,을지로6가,,17-2,1114014800,1114059000,111404103267,장충단로13길,20,127.007713162172,37.5687201097476,다사565522,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000616,장소,문화시설,18202497,곡성작은영화관,,,100202,일반극장/영화관,4672025021107760006,전라남도,곡성군,곡성읍,읍내리,776-6,4672025021,4672025000,467203287033,중앙로,59,127.289551341811,35.2796017303769,다라808982,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000617,장소,문화시설,18206602,CGV,배곧점,,100208,CGV,4139013200125370002,경기도,시흥시,정왕동,,2537-2,4139013200,4139059500,413904853128,서울대학로278번길,61,126.730668475682,37.3681637419493,다사318301,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000618,장소,문화시설,18211082,씨네Q,경주보문점,,100202,일반극장/영화관,4713013600101500010,경상북도,경주시,신평동,,150-10,4713013600,4713066000,471303305021,보문로,465-67,129.290910342779,35.8395657104852,마마617618,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000619,장소,문화시설,18216363,CGV,정관점,,100208,CGV,2671025622107170005,부산광역시,기장군,정관읍,매학리,717-5,2671025622,2671025600,267103140048,정관중앙로,45,129.178293560697,35.3211938128816,마마525041,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000620,장소,문화시설,18219044,씨네Q,구미봉곡점,,100202,일반극장/영화관,4719010400100360000,경상북도,구미시,봉곡동,,36,4719010400,4719056500,471903018024,야은로,296,128.315414432534,36.1385933439342,라마733938,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000621,장소,문화시설,18222074,청양시네마,,,100202,일반극장/영화관,4479025021101910005,충청남도,청양군,청양읍,읍내리,191-5,4479025021,4479025000,447903015067,칠갑산로,221,126.80117035867,36.4515893653021,다바373284,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000622,장소,문화시설,18222575,CGV,순천신대점,,100208,CGV,4615031022121390000,전라남도,순천시,해룡면,신대리,2139,4615031022,4615031000,461503283039,해광로,199,127.552428446057,34.9260991901615,라라047590,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000623,장소,문화시설,18222576,메가박스,오창점,,100212,메가박스,4311425345108200001,충청북도,청주시 청원구,오창읍,양청리,820-1,4311425345,4311425300,431143240075,중심상업1로,8-9,127.428598312442,36.7123886701362,다바936571,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000624,장소,문화시설,18222577,메가박스,여수웅천점,,100212,메가박스,4613013400117200001,전라남도,여수시,웅천동,,1720-1,4613013400,4613079000,461303282045,신월로,96,127.679052921327,34.7490027886693,라라163394,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000625,장소,문화시설,18223509,횡성시네마,,,100202,일반극장/영화관,4273025022102810001,강원도,횡성군,횡성읍,읍하리,281-1,4273025022,4273025000,427303226049,앞들서3로,6,127.978477000954,37.4913932240681,라사422436,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000626,장소,문화시설,18223667,화순작은영화관,,,100202,일반극장/영화관,4679025030100880000,전라남도,화순군,화순읍,광덕리,88,4679025030,4679025000,467903291032,진각로,85,126.985159841174,35.0583821204908,다라530738,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000627,장소,문화시설,18223668,양구작은영화관,,,100202,일반극장/영화관,4280025023100970001,강원도,양구군,양구읍,하리,97-1,4280025023,4280025000,428003232020,함춘로,25-9,127.984475216633,38.109545603562,라아424122,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000628,장소,문화시설,18223669,함안작은영화관,,,100202,일반극장/영화관,4873025021100580132,경상남도,함안군,가야읍,말산리,58-132,4873025021,4873025000,487304820006,가야12길,12,128.411359857822,35.2776082745439,라라828983,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000629,장소,문화시설,18230568,CGV,충북혁신점,,100208,CGV,4377033031105000000,충청북도,음성군,맹동면,동성리,500,4377033031,4377033000,437704541746,대하1길,10,127.540597833167,36.9080631009315,라바036788,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000630,장소,문화시설,18242473,더부티크프라이빗,코엑스지점,,100202,일반극장/영화관,1168010500101590000,서울특별시,강남구,삼성동,,159,1168010500,1168058000,116804166765,영동대로,513,127.059115948828,37.5118020582993,다사610459,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000631,장소,문화시설,18248415,CGV,용인점,,100208,CGV,4146110100103010003,경기도,용인시 처인구,김량장동,,301-3,4146110100,4146151000,414613203017,금령로,86,127.205827664711,37.235106414625,다사739151,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000632,장소,문화시설,18248435,롯데시네마,인천터미널점,,100209,롯데시네마,2817710600100150000,인천광역시,미추홀구,관교동,,15,2817710600,2817770000,281773151031,연남로,35,126.701226814388,37.442614524774,다사293384,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000633,장소,문화시설,18248453,롯데시네마,군산나운점,,100209,롯데시네마,4513014400101140034,전라북도,군산시,나운동,,114-34,4513014400,4513070200,451304604139,백토로,198,126.704862117874,35.9616593414799,다마283741,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000634,장소,문화시설,18248551,메가박스,정관점,,100212,메가박스,2671025622107770001,부산광역시,기장군,정관읍,매학리,777-1,2671025622,2671025600,267103140044,정관6로,39,129.178325585551,35.3194222397322,마마525039,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000635,장소,문화시설,18248557,메가박스,청라지젤점,,100212,메가박스,2826012200101650012,인천광역시,서구,청라동,,165-12,2826012200,2826053600,282603156128,청라에메랄드로,99,126.655622641669,37.533695119895,다사253485,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000636,장소,문화시설,18255067,포천자동차극장,,,100202,일반극장/영화관,4165025023100410000,경기도,포천시,소흘읍,무림리,41,4165025023,4165025000,416503012038,광릉수목원로,967,127.138728142605,37.7761712296334,다사681752,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000637,장소,문화시설,18260447,금산시네마,,,100202,일반극장/영화관,4471025023103340024,충청남도,금산군,금산읍,하옥리,334-24,4471025023,4471025000,447103257020,비단로,91,127.490724732369,36.0991641673383,다마991891,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000638,장소,문화시설,18263546,영천공설시장별빛영화관,,,100202,일반극장/영화관,4723011300109820034,경상북도,영천시,완산동,,982-34,4723011300,4723054000,472304730382,시장2길,10,128.937520852822,35.9638486176328,마마296750,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000639,장소,문화시설,18264669,롯데시네마,광주광산점,,100209,롯데시네마,2920010900115970001,광주광역시,광산구,우산동,,1597-1,2920010900,2920058000,292002009009,무진대로,272-8,126.809609195321,35.1600689315222,다라371851,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000640,장소,문화시설,18264676,CGV,서전주점,,100208,CGV,4511114200115310002,전라북도,전주시 완산구,효자동3가,,1531-2,4511114200,4511173000,451113266082,홍산로,260,127.106470339549,35.8168054949857,다마644578,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000641,장소,문화시설,18268262,CGV,군산점,,100208,CGV,4513014400101240004,전라북도,군산시,나운동,,124-4,4513014400,4513070200,451303268038,백토로,166,126.705452965407,35.9643393034866,다마283744,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000642,장소,문화시설,18268264,CGV,수유점,,100208,CGV,1130510300101680012,서울특별시,강북구,수유동,,168-12,1130510300,1130563500,113053005039,도봉로,399,127.029830149174,37.6423974140791,다사585604,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000643,장소,문화시설,18268267,CGV,청라점,,100208,CGV,2826012200101550007,인천광역시,서구,청라동,,155-7,2826012200,2826053700,282603156126,청라루비로,76,126.641689848657,37.5324827850869,다사241484,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000644,장소,문화시설,18268276,롯데시네마,군산몰점,,100209,롯데시네마,4513013400104500018,전라북도,군산시,조촌동,,450-18,4513013400,4513065000,451303268094,조촌로,130,126.739130211937,35.9764246201135,다마314757,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000645,장소,문화시설,18268282,롯데시네마,프리미엄만경점,,100209,롯데시네마,2711011300100290004,대구광역시,중구,종로1가,,29-4,2711011300,2711057500,271103007001,국채보상로,547,128.590449073127,35.8709274364056,라마984643,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000646,장소,문화시설,18268285,메가박스,강동점,,100212,메가박스,1174010800105490002,서울특별시,강동구,성내동,,549-2,1174010800,1174064000,117403124006,성내로,48,127.125381381646,37.5284538346881,다사668477,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000647,장소,문화시설,18268831,CGV,광교상현점,,100208,CGV,4146510700111160004,경기도,용인시 수지구,상현동,,1116-4,4146510700,4146557000,414654433518,광교중앙로295번길,9,127.068127055434,37.2968614030151,다사617220,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000648,장소,문화시설,18274818,메가박스,미사강변점,,100212,메가박스,4145010900110790002,경기도,하남시,망월동,,1079-2,4145010900,4145061000,414503202058,미사강변중앙로,218,127.18965162321,37.566404145011,다사725519,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000649,장소,문화시설,18308555,부산예술관,,,100202,일반극장/영화관,2629010600109650002,부산광역시,남구,대연동,,965-2,2629010600,2629054000,262904193342,유엔평화로76번길,26,129.092796896126,35.1277301103528,마라451825,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000650,장소,문화시설,18313567,CGV,안성점,,100208,CGV,4155011800101390001,경기도,안성시,석정동,,139-1,4155011800,4155052000,415503351397,아양2로,109,127.257210314568,37.0121909302031,다바784904,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
